domain_length,digit_count,hyphen_count,known_brand_similarity,tld_risk_score,label
8,2,0,0.2484,0.15,0
11,0,1,0.5333,0.2,1
13,0,1,0.3081,0.15,0
23,11,2,0.8329,0.85,1
26,4,3,0.6061,0.8,1
11,0,0,0.0394,0.1,0
19,11,4,0.5983,0.85,1
22,12,2,0.5192,0.85,1
21,9,5,0.8665,0.85,1
15,7,5,0.9336,0.85,1
35,3,5,0.7144,0.85,1
6,1,1,0.2948,0.1,0
15,1,1,0.2808,0.1,0
33,8,2,0.884,0.8,1
37,5,5,0.8943,0.85,1
14,2,0,0.1889,0.1,0
8,0,1,0.3232,0.15,0
18,6,5,0.5478,0.8,1
22,11,2,0.6701,0.9,1
32,3,3,0.5895,0.9,1
8,1,1,0.1893,0.15,0
19,9,2,0.7889,0.9,1
5,0,0,0.3936,0.15,0
40,11,5,0.5555,0.8,1
26,8,1,0.9282,0.8,1
18,7,3,0.7349,0.85,1
7,0,1,0.3159,0.1,0
15,12,5,0.6355,0.9,1
5,1,0,0.0003,0.15,0
25,5,1,0.5365,0.8,1
6,2,1,0.1453,0.15,0
8,0,0,0.3512,0.1,0
9,2,0,0.1999,0.15,0
12,2,1,0.2597,0.1,0
32,7,5,0.8066,0.85,1
39,11,3,0.6467,0.85,1
8,1,1,0.1057,0.1,0
24,9,3,0.5595,0.85,1
15,2,0,0.1241,0.1,0
5,2,0,0.0529,0.1,0
31,7,5,0.5462,0.8,1
12,1,0,0.3211,0.15,0
39,7,3,0.5276,0.85,1
28,4,1,0.5657,0.85,1
8,0,1,0.1433,0.1,0
38,7,3,0.7779,0.9,1
11,1,1,0.3604,0.1,0
22,3,5,0.8415,0.85,1
11,0,1,0.2034,0.15,0
13,0,0,0.1802,0.1,0
9,0,0,0.0049,0.1,0
11,1,1,0.0617,0.15,0
13,0,1,0.6316,0.9,1
32,3,5,0.5438,0.85,1
6,0,0,0.0105,0.15,0
19,7,5,0.8083,0.85,1
7,0,1,0.2552,0.1,0
10,1,1,0.3305,0.1,0
5,0,1,0.0929,0.1,0
20,7,2,0.7543,0.8,1
11,0,1,0.065,0.1,0
12,2,0,0.1742,0.15,0
20,6,1,0.9488,0.85,1
22,12,5,0.7696,0.9,1
11,2,1,0.3234,0.1,0
10,0,0,0.0051,0.1,0
40,8,5,0.5339,0.85,1
14,2,0,0.145,0.1,0
40,3,4,0.8822,0.85,1
10,0,1,0.2279,0.1,0
19,4,3,0.8939,0.85,1
12,1,0,0.379,0.1,0
20,9,2,0.6553,0.85,1
36,11,1,0.8669,0.85,1
8,2,0,0.2478,0.1,0
5,0,1,0.3317,0.1,0
29,11,1,0.5536,0.8,1
6,1,0,0.0973,0.15,0
20,10,3,0.6105,0.8,1
12,2,0,0.0424,0.1,0
12,2,0,0.0743,0.1,0
6,2,0,0.0408,0.1,0
15,1,1,0.2335,0.15,0
12,1,1,0.3895,0.1,0
6,2,1,0.3411,0.1,0
38,4,4,0.8435,0.85,1
21,3,1,0.5735,0.85,1
18,11,2,0.5935,0.8,1
10,1,0,0.3764,0.15,0
33,4,3,0.8504,0.85,1
34,11,5,0.8448,0.9,1
31,8,5,0.6062,0.85,1
35,3,4,0.5983,0.9,1
15,6,3,0.915,0.85,1
14,2,1,0.1831,0.15,0
36,4,3,0.5102,0.8,1
6,0,1,0.1338,0.1,0
6,0,0,0.22,0.15,0
11,2,1,0.3066,0.1,0
25,3,3,0.8066,0.85,1
24,4,2,0.5506,0.85,1
7,0,0,0.2589,0.1,0
8,0,1,0.2726,0.1,0
38,12,3,0.5329,0.85,1
7,1,0,0.1373,0.1,0
23,6,1,0.8829,0.85,1
16,5,3,0.7244,0.9,1
10,2,0,0.1588,0.15,0
14,0,0,0.0615,0.1,0
20,8,5,0.782,0.85,1
15,1,0,0.0693,0.1,0
5,2,0,0.3912,0.15,0
14,2,1,0.1708,0.1,0
31,12,4,0.9307,0.9,1
40,11,4,0.8511,0.85,1
8,0,1,0.3702,0.1,0
33,5,3,0.9302,0.85,1
21,8,2,0.8505,0.85,1
14,2,0,0.2528,0.15,0
14,2,0,0.1587,0.1,0
11,1,1,0.217,0.1,0
7,2,1,0.1498,0.1,0
38,8,4,0.9429,0.9,1
14,0,0,0.397,0.15,0
19,10,2,0.5696,0.9,1
10,2,1,0.2654,0.1,0
19,10,4,0.5098,0.9,1
5,0,0,0.2653,0.1,0
16,7,4,0.7396,0.85,1
12,0,1,0.2534,0.1,0
19,3,1,0.7991,0.85,1
15,0,1,0.2948,0.1,0
10,2,1,0.3223,0.15,0
15,10,2,0.6551,0.8,1
40,12,2,0.8075,0.9,1
14,0,1,0.1422,0.1,0
26,3,3,0.6069,0.8,1
5,0,0,0.8889,0.2,1
10,0,0,0.0766,0.15,0
27,3,4,0.6963,0.8,1
12,1,0,0.0016,0.1,0
33,12,5,0.5485,0.85,1
8,0,1,0.0367,0.1,0
12,1,1,0.3303,0.15,0
11,2,1,0.3566,0.15,0
11,0,0,0.0364,0.1,0
7,2,1,0.2365,0.1,0
14,2,0,0.3103,0.1,0
12,2,1,0.1704,0.1,0
15,0,1,0.3171,0.1,0
38,4,5,0.9284,0.8,1
35,12,4,0.9182,0.8,1
9,1,0,0.2286,0.15,0
10,1,0,0.1431,0.1,0
33,12,1,0.8461,0.85,1
19,6,5,0.8675,0.85,1
19,12,5,0.7234,0.8,1
13,0,0,0.3963,0.1,0
14,2,1,0.075,0.1,0
28,5,3,0.64,0.8,1
29,7,1,0.8683,0.9,1
39,4,1,0.7863,0.85,1
9,1,1,0.3783,0.15,0
6,0,0,0.9091,0.5,1
38,7,1,0.8897,0.85,1
11,0,1,0.5333,0.5,1
7,0,0,0.0744,0.1,0
15,2,0,0.1163,0.1,0
14,1,1,0.2673,0.15,0
11,0,1,0.1946,0.15,0
36,8,5,0.5394,0.9,1
5,2,1,0.1575,0.15,0
6,1,0,0.1501,0.15,0
17,5,2,0.7864,0.8,1
5,0,0,0.0797,0.1,0
13,2,1,0.1832,0.15,0
9,1,0,0.3804,0.1,0
14,1,1,0.2738,0.1,0
12,2,0,0.0827,0.1,0
17,4,3,0.9202,0.85,1
11,2,1,0.1246,0.15,0
5,0,1,0.1558,0.15,0
32,3,3,0.8555,0.85,1
10,1,0,0.1677,0.15,0
12,1,0,0.1493,0.1,0
5,0,1,0.1758,0.1,0
9,1,1,0.048,0.1,0
12,1,0,0.2949,0.1,0
15,9,3,0.7971,0.85,1
9,0,0,0.0748,0.1,0
26,7,3,0.5822,0.8,1
6,1,0,0.1828,0.1,0
12,1,0,0.1103,0.15,0
36,3,2,0.6722,0.85,1
29,3,4,0.926,0.85,1
6,2,1,0.3842,0.1,0
29,3,5,0.7885,0.85,1
14,2,0,0.2296,0.15,0
8,0,1,0.1183,0.15,0
37,9,3,0.6651,0.8,1
29,6,4,0.5788,0.85,1
36,9,5,0.948,0.8,1
40,6,2,0.7988,0.8,1
17,8,2,0.6524,0.8,1
7,0,1,0.0728,0.1,0
17,3,2,0.7876,0.8,1
11,0,1,0.3,0.15,0
12,1,0,0.1174,0.1,0
8,1,0,0.0792,0.15,0
8,1,0,0.0251,0.1,0
7,0,1,0.0374,0.1,0
17,8,3,0.6522,0.8,1
15,1,0,0.1928,0.1,0
23,3,5,0.8705,0.8,1
8,0,0,0.3075,0.1,0
13,2,1,0.1137,0.15,0
10,0,0,0.11,0.1,0
35,4,2,0.515,0.9,1
15,0,0,0.095,0.15,0
20,6,4,0.6402,0.85,1
7,2,0,0.0695,0.1,0
10,2,0,0.125,0.15,0
17,8,1,0.7635,0.8,1
14,0,1,0.6667,0.5,1
9,1,1,0.179,0.1,0
15,1,1,0.2442,0.15,0
33,7,4,0.7517,0.8,1
17,4,4,0.7583,0.8,1
15,0,1,0.3839,0.1,0
12,1,0,0.3752,0.15,0
12,0,1,0.0024,0.1,0
5,1,1,0.0048,0.1,0
14,1,0,0.3228,0.15,0
5,2,0,0.2334,0.1,0
11,0,0,0.625,0.9,1
11,1,1,0.1339,0.15,0
22,7,5,0.5706,0.9,1
30,11,1,0.9175,0.8,1
28,9,5,0.9425,0.8,1
6,2,0,0.1253,0.1,0
25,5,1,0.681,0.85,1
27,0,2,0.25,0.2,1
39,10,2,0.5829,0.8,1
35,9,5,0.8322,0.85,1
15,0,0,0.2984,0.1,0
26,12,4,0.5072,0.8,1
11,2,1,0.0244,0.1,0
11,0,1,0.2542,0.1,0
7,0,1,0.1963,0.1,0
16,0,2,0.3478,0.85,1
26,9,5,0.7832,0.8,1
9,0,0,1.0,0.1,0
9,0,0,0.4444,0.9,1
8,2,1,0.0731,0.15,0
27,9,4,0.5371,0.85,1
5,2,0,0.0865,0.1,0
30,10,3,0.842,0.9,1
15,2,1,0.3739,0.1,0
14,0,1,0.07,0.15,0
17,9,3,0.5067,0.85,1
30,0,2,0.2857,0.85,1
35,12,1,0.5932,0.9,1
22,11,2,0.6371,0.8,1
28,7,3,0.8309,0.85,1
17,6,4,0.9289,0.85,1
26,4,3,0.7522,0.85,1
12,0,1,0.2105,0.5,1
15,1,0,0.055,0.1,0
13,0,1,0.0975,0.15,0
8,0,1,0.2066,0.1,0
16,7,1,0.5236,0.8,1
31,8,1,0.7546,0.85,1
37,6,2,0.7881,0.85,1
6,2,0,0.0456,0.15,0
9,0,1,0.1581,0.1,0
29,7,1,0.5157,0.85,1
25,11,3,0.6201,0.85,1
13,1,1,0.041,0.1,0
33,4,4,0.7819,0.8,1
25,10,2,0.5403,0.8,1
18,12,1,0.8538,0.85,1
11,2,0,0.2928,0.1,0
12,2,1,0.0264,0.15,0
27,8,2,0.9199,0.85,1
39,4,1,0.914,0.9,1
8,0,1,0.0498,0.1,0
10,0,1,0.3623,0.15,0
10,2,1,0.3219,0.1,0
10,1,0,0.1953,0.15,0
12,1,1,0.0361,0.1,0
21,5,3,0.7074,0.8,1
13,2,0,0.3266,0.1,0
20,11,2,0.9453,0.85,1
35,5,3,0.7283,0.85,1
5,0,0,0.1163,0.1,0
7,0,0,0.9231,0.2,1
8,0,0,0.2679,0.15,0
14,0,0,0.2625,0.1,0
39,8,1,0.696,0.8,1
11,1,1,0.0581,0.1,0
22,10,2,0.8755,0.9,1
22,9,4,0.8406,0.85,1
6,1,0,0.353,0.15,0
6,2,0,0.1191,0.1,0
9,2,0,0.2031,0.1,0
5,2,1,0.2244,0.1,0
30,10,2,0.9356,0.85,1
6,0,0,0.3441,0.15,0
16,9,5,0.7476,0.8,1
13,2,0,0.2461,0.15,0
34,8,1,0.5996,0.85,1
32,10,4,0.9092,0.9,1
7,0,1,0.2083,0.15,0
7,2,1,0.1829,0.1,0
6,1,0,0.2307,0.15,0
24,9,4,0.9422,0.9,1
9,0,0,0.0474,0.1,0
12,0,1,0.2105,0.2,1
37,12,2,0.5897,0.8,1
13,1,1,0.012,0.1,0
11,0,1,0.5333,0.85,1
7,0,0,0.3874,0.1,0
24,12,4,0.9355,0.9,1
10,0,0,0.3895,0.1,0
7,2,1,0.1827,0.1,0
7,2,1,0.0034,0.1,0
13,2,0,0.289,0.15,0
15,1,0,0.3865,0.15,0
12,2,1,0.0453,0.1,0
6,2,0,0.1886,0.15,0
7,0,1,0.049,0.1,0
9,1,0,0.3001,0.1,0
14,0,0,0.259,0.15,0
21,12,3,0.6505,0.85,1
7,1,1,0.0035,0.1,0
12,2,0,0.3855,0.1,0
35,8,1,0.7757,0.85,1
21,9,5,0.5383,0.8,1
5,2,1,0.0183,0.1,0
25,11,2,0.5871,0.85,1
9,0,1,0.0718,0.1,0
16,9,3,0.5216,0.9,1
5,1,0,0.0859,0.1,0
7,2,1,0.2207,0.1,0
16,8,5,0.9132,0.9,1
35,6,2,0.5056,0.9,1
11,2,1,0.2448,0.15,0
6,0,0,0.0256,0.1,0
20,3,1,0.6341,0.85,1
37,4,2,0.8286,0.85,1
9,1,0,0.2335,0.15,0
27,8,2,0.5836,0.85,1
17,6,2,0.7892,0.85,1
18,7,5,0.9004,0.9,1
28,8,2,0.681,0.9,1
27,5,2,0.9208,0.8,1
5,1,0,0.0293,0.1,0
33,8,2,0.5676,0.85,1
24,8,5,0.7586,0.85,1
8,2,0,0.1814,0.1,0
17,12,2,0.5645,0.8,1
40,3,4,0.755,0.9,1
10,2,1,0.1346,0.15,0
31,12,4,0.7823,0.8,1
24,10,4,0.5356,0.8,1
27,4,4,0.84,0.8,1
27,12,1,0.5894,0.85,1
19,8,1,0.9366,0.85,1
38,5,2,0.7401,0.9,1
13,0,1,0.172,0.1,0
7,1,0,0.2159,0.15,0
24,4,3,0.5764,0.85,1
32,10,1,0.5005,0.8,1
34,4,4,0.7307,0.85,1
15,1,1,0.2366,0.1,0
13,0,0,0.1992,0.1,0
6,2,1,0.3235,0.1,0
6,2,1,0.0441,0.1,0
6,0,0,0.2127,0.1,0
9,0,1,0.0351,0.1,0
33,9,5,0.9285,0.8,1
14,0,1,0.1508,0.15,0
37,12,5,0.7589,0.9,1
13,0,1,0.1455,0.1,0
21,8,2,0.8278,0.8,1
9,2,1,0.0495,0.15,0
31,12,5,0.7273,0.85,1
10,1,0,0.3708,0.1,0
5,0,1,0.0565,0.1,0
5,1,0,0.2806,0.1,0
7,1,1,0.2775,0.1,0
24,11,5,0.7876,0.85,1
14,1,0,0.3413,0.1,0
8,2,0,0.2208,0.1,0
40,8,2,0.9235,0.8,1
12,1,1,0.3217,0.1,0
11,1,0,0.1555,0.15,0
37,3,3,0.758,0.9,1
12,2,0,0.2452,0.1,0
31,11,2,0.757,0.8,1
36,12,5,0.7326,0.85,1
11,2,1,0.0597,0.1,0
27,9,2,0.9261,0.85,1
5,0,1,0.1517,0.15,0
15,4,4,0.7658,0.85,1
40,9,5,0.8543,0.9,1
9,0,0,0.3178,0.15,0
12,1,1,0.045,0.15,0
10,0,1,0.0178,0.1,0
23,9,5,0.8159,0.85,1
11,0,1,0.2276,0.1,0
15,2,0,0.0202,0.1,0
14,1,0,0.2909,0.1,0
14,2,1,0.1962,0.15,0
15,2,0,0.0914,0.15,0
20,7,4,0.6282,0.85,1
6,0,0,0.175,0.15,0
9,0,1,0.2734,0.1,0
37,8,4,0.8489,0.85,1
15,2,0,0.2857,0.15,0
19,8,3,0.8686,0.85,1
22,4,2,0.8258,0.85,1
34,8,5,0.7284,0.8,1
36,11,5,0.881,0.8,1
12,2,0,0.2992,0.15,0
28,5,1,0.5832,0.9,1
12,1,0,0.2611,0.1,0
5,1,0,0.1839,0.1,0
27,9,4,0.6182,0.8,1
6,2,1,0.1986,0.1,0
9,2,0,0.3052,0.1,0
7,2,0,0.0056,0.15,0
16,8,4,0.8175,0.8,1
9,2,0,0.2671,0.15,0
5,1,1,0.3067,0.1,0
10,0,0,0.9474,0.85,1
40,11,4,0.7409,0.85,1
9,0,0,0.0328,0.1,0
17,12,5,0.6843,0.9,1
40,11,5,0.5267,0.85,1
14,2,1,0.3922,0.1,0
8,2,0,0.1429,0.1,0
7,0,1,0.135,0.15,0
39,9,2,0.6191,0.8,1
10,1,0,0.0726,0.1,0
32,5,1,0.7965,0.9,1
17,8,1,0.7738,0.8,1
34,11,5,0.8389,0.85,1
15,0,0,0.0384,0.1,0
7,2,1,0.3141,0.1,0
22,7,2,0.6529,0.9,1
20,6,5,0.6775,0.85,1
17,5,4,0.52,0.9,1
16,11,1,0.8461,0.85,1
6,0,0,0.2003,0.1,0
11,0,0,0.1884,0.1,0
7,1,0,0.0278,0.1,0
27,5,2,0.5218,0.9,1
21,4,1,0.6761,0.9,1
33,10,3,0.8456,0.9,1
35,9,1,0.5182,0.85,1
30,3,3,0.9326,0.85,1
15,1,0,0.0843,0.15,0
38,3,5,0.5126,0.85,1
15,9,2,0.6236,0.8,1
30,7,5,0.7512,0.85,1
31,3,5,0.727,0.85,1
13,0,0,0.1751,0.15,0
8,0,1,0.3187,0.15,0
17,10,3,0.8324,0.8,1
12,1,1,0.3112,0.15,0
21,5,3,0.5439,0.85,1
7,0,1,0.162,0.1,0
6,1,0,0.3778,0.15,0
7,0,0,0.2428,0.1,0
32,5,2,0.7462,0.85,1
21,7,3,0.8693,0.8,1
37,6,5,0.868,0.85,1
10,0,0,0.3111,0.1,0
37,4,4,0.5581,0.9,1
19,10,1,0.5275,0.9,1
13,0,1,0.0576,0.1,0
29,8,2,0.5788,0.9,1
33,11,2,0.5389,0.8,1
10,0,1,0.1233,0.1,0
13,2,0,0.0159,0.15,0
10,0,0,0.1409,0.1,0
24,7,2,0.6918,0.85,1
36,12,1,0.5436,0.85,1
14,1,1,0.2074,0.1,0
12,2,0,0.3943,0.1,0
6,0,0,1.0,0.1,0
15,2,1,0.0264,0.15,0
6,1,0,0.3888,0.1,0
17,8,5,0.8669,0.85,1
15,8,2,0.5415,0.85,1
9,0,1,0.0949,0.1,0
14,2,0,0.2193,0.1,0
11,2,0,0.1583,0.1,0
27,7,2,0.8236,0.8,1
12,1,1,0.3309,0.1,0
14,0,1,0.4444,0.5,1
11,0,1,0.18,0.15,0
27,8,1,0.9095,0.85,1
20,4,1,0.614,0.85,1
40,12,1,0.5559,0.85,1
9,1,0,0.3324,0.1,0
38,7,4,0.5674,0.85,1
27,4,1,0.9314,0.9,1
14,1,1,0.0731,0.15,0
12,1,1,0.2915,0.15,0
34,8,5,0.7162,0.8,1
10,2,0,0.345,0.15,0
10,0,0,0.9474,0.5,1
6,1,1,0.3986,0.1,0
36,11,3,0.7595,0.9,1
7,0,1,0.0099,0.15,0
40,3,2,0.8221,0.85,1
15,2,1,0.0779,0.15,0
6,2,0,0.1562,0.1,0
20,9,2,0.7454,0.85,1
7,1,0,0.0648,0.1,0
10,1,1,0.2066,0.1,0
40,5,3,0.716,0.85,1
12,1,0,0.0877,0.1,0
15,0,1,0.3333,0.2,1
5,1,0,0.0175,0.1,0
9,1,0,0.3463,0.1,0
12,0,1,0.045,0.1,0
9,1,0,0.3777,0.1,0
37,8,5,0.6592,0.9,1
17,8,3,0.5871,0.9,1
25,12,2,0.8351,0.85,1
35,9,2,0.6596,0.85,1
33,7,1,0.7807,0.8,1
7,1,0,0.225,0.1,0
12,0,1,0.1494,0.1,0
25,0,2,0.3871,0.2,1
20,10,1,0.5825,0.85,1
26,10,5,0.6037,0.8,1
8,2,1,0.3801,0.1,0
34,3,4,0.7185,0.85,1
10,2,0,0.1731,0.15,0
32,6,5,0.8025,0.9,1
16,5,5,0.7534,0.85,1
20,7,3,0.8631,0.8,1
17,10,4,0.8498,0.85,1
15,2,1,0.0665,0.15,0
15,9,2,0.885,0.85,1
5,1,1,0.3457,0.1,0
9,1,0,0.2975,0.15,0
8,0,1,0.3428,0.1,0
33,12,4,0.5843,0.85,1
23,3,1,0.6357,0.85,1
14,0,0,0.0784,0.15,0
20,7,5,0.5792,0.85,1
34,3,2,0.6657,0.85,1
23,5,2,0.6231,0.85,1
10,1,1,0.3,0.1,0
11,0,0,0.0788,0.1,0
31,8,1,0.5499,0.85,1
7,0,1,0.3225,0.15,0
20,6,1,0.9233,0.85,1
27,12,2,0.921,0.85,1
9,0,0,0.2195,0.15,0
8,1,0,0.3793,0.1,0
18,3,5,0.5235,0.8,1
20,0,2,0.4,0.9,1
31,8,2,0.5105,0.85,1
34,9,4,0.5282,0.85,1
28,4,4,0.7026,0.8,1
6,0,1,0.246,0.1,0
11,2,0,0.3874,0.15,0
30,12,2,0.7403,0.85,1
27,7,4,0.8564,0.85,1
21,9,3,0.6504,0.8,1
9,2,1,0.0936,0.1,0
25,3,3,0.6606,0.9,1
18,6,1,0.6715,0.85,1
15,2,1,0.0848,0.1,0
21,4,4,0.9226,0.85,1
12,1,0,0.3013,0.1,0
35,8,4,0.6827,0.8,1
12,0,1,0.2443,0.1,0
14,2,0,0.1401,0.1,0
26,6,3,0.6964,0.85,1
23,5,4,0.5312,0.9,1
8,1,1,0.3797,0.1,0
22,10,1,0.5638,0.9,1
15,3,5,0.8287,0.85,1
7,1,1,0.1925,0.1,0
25,8,2,0.7547,0.85,1
11,1,1,0.3218,0.1,0
15,8,4,0.6378,0.85,1
39,5,5,0.924,0.8,1
10,1,1,0.1376,0.15,0
32,4,3,0.9018,0.8,1
22,3,3,0.6402,0.85,1
9,0,0,0.1493,0.1,0
21,12,2,0.8954,0.85,1
5,2,1,0.3788,0.1,0
31,8,5,0.9003,0.9,1
37,8,1,0.695,0.85,1
11,0,0,0.2794,0.15,0
27,12,2,0.6868,0.9,1
28,8,1,0.7622,0.8,1
8,2,1,0.1978,0.1,0
9,2,1,0.2839,0.1,0
6,0,0,0.318,0.1,0
29,4,4,0.7722,0.9,1
13,1,0,0.3268,0.15,0
20,6,4,0.8536,0.9,1
19,0,2,0.3333,0.85,1
10,0,0,0.3887,0.15,0
30,8,4,0.6044,0.9,1
8,2,0,0.1819,0.1,0
15,4,1,0.8736,0.8,1
19,7,4,0.9319,0.85,1
5,0,0,0.2741,0.1,0
6,0,1,0.2605,0.15,0
17,4,2,0.6242,0.9,1
15,1,1,0.1813,0.1,0
13,0,1,0.6316,0.2,1
12,0,0,0.1203,0.15,0
11,0,1,0.0798,0.15,0
14,2,1,0.0155,0.1,0
40,9,1,0.8633,0.8,1
7,0,1,0.1729,0.15,0
27,6,2,0.8255,0.9,1
22,11,2,0.8945,0.9,1
37,7,2,0.6707,0.8,1
11,1,1,0.3455,0.1,0
15,9,2,0.6115,0.8,1
23,10,2,0.5918,0.8,1
12,1,0,0.3198,0.15,0
38,4,4,0.8559,0.85,1
19,5,1,0.8655,0.85,1
39,12,1,0.9393,0.9,1
34,4,4,0.7218,0.9,1
11,0,1,0.2108,0.15,0
38,5,4,0.5173,0.85,1
34,9,2,0.8546,0.9,1
15,2,0,0.3878,0.15,0
11,0,0,0.625,0.5,1
13,0,1,0.1535,0.1,0
15,0,1,0.2273,0.1,0
6,1,0,0.1148,0.1,0
15,10,1,0.8795,0.85,1
8,0,1,0.0754,0.15,0
8,0,1,0.3756,0.1,0
10,2,0,0.0833,0.15,0
10,1,1,0.3099,0.1,0
39,12,5,0.6228,0.8,1
27,5,1,0.878,0.9,1
21,9,1,0.8966,0.9,1
33,4,1,0.935,0.9,1
15,0,1,0.0556,0.15,0
27,5,3,0.5936,0.8,1
19,0,2,0.3478,0.5,1
37,12,5,0.8216,0.8,1
30,5,1,0.5507,0.9,1
12,0,0,0.219,0.1,0
15,0,1,0.0756,0.1,0
11,1,1,0.0474,0.15,0
10,0,0,0.0307,0.1,0
21,5,2,0.6384,0.85,1
37,4,1,0.5514,0.8,1
9,1,0,0.287,0.1,0
22,3,2,0.5881,0.9,1
23,12,4,0.8606,0.85,1
15,1,0,0.3541,0.1,0
16,7,5,0.7818,0.85,1
16,6,1,0.7341,0.9,1
26,5,2,0.7531,0.85,1
20,9,3,0.5053,0.8,1
10,1,0,0.1321,0.1,0
6,1,1,0.2248,0.1,0
5,0,0,0.3969,0.1,0
31,4,4,0.8376,0.85,1
15,0,1,0.1683,0.1,0
15,12,3,0.5055,0.8,1
39,12,5,0.6973,0.85,1
5,2,1,0.183,0.1,0
8,2,1,0.198,0.15,0
31,9,4,0.519,0.85,1
25,8,3,0.6559,0.8,1
40,3,3,0.5128,0.8,1
13,1,0,0.1643,0.15,0
15,4,3,0.8188,0.85,1
15,2,1,0.1324,0.1,0
20,4,1,0.628,0.8,1
31,12,2,0.7533,0.85,1
7,2,1,0.0617,0.1,0
25,3,4,0.538,0.85,1
6,0,0,0.2407,0.1,0
9,0,0,0.4444,0.85,1
27,5,1,0.8214,0.8,1
18,9,3,0.8757,0.85,1
18,0,2,0.56,0.2,1
11,2,0,0.3742,0.1,0
5,2,0,0.3794,0.1,0
19,8,4,0.7586,0.8,1
21,5,2,0.7795,0.8,1
13,1,1,0.1523,0.15,0
16,12,1,0.9269,0.85,1
25,9,2,0.6173,0.85,1
14,0,1,0.3756,0.1,0
26,0,2,0.2667,0.5,1
8,2,1,0.3116,0.15,0
27,10,5,0.9114,0.8,1
9,1,1,0.2748,0.1,0
35,7,4,0.9032,0.9,1
22,5,1,0.7407,0.9,1
37,10,2,0.7636,0.9,1
15,4,5,0.5786,0.9,1
6,1,0,0.3922,0.1,0
40,6,5,0.7305,0.9,1
17,12,1,0.8585,0.9,1
21,12,5,0.7596,0.85,1
35,5,3,0.8091,0.9,1
36,10,1,0.536,0.8,1
11,1,1,0.3932,0.1,0
29,0,2,0.2941,0.85,1
28,8,2,0.9394,0.9,1
8,0,0,0.1594,0.1,0
10,1,0,0.1046,0.1,0
19,9,4,0.9403,0.85,1
16,11,3,0.6177,0.85,1
34,9,3,0.7032,0.9,1
32,6,5,0.5932,0.8,1
19,7,4,0.6954,0.85,1
23,5,1,0.6248,0.85,1
14,0,1,0.0729,0.1,0
24,7,3,0.883,0.8,1
30,10,5,0.9077,0.85,1
22,11,4,0.633,0.85,1
5,0,0,0.3009,0.15,0
14,1,1,0.3636,0.1,0
16,8,1,0.5462,0.8,1
14,2,1,0.2464,0.1,0
25,9,3,0.7118,0.85,1
8,1,1,0.1917,0.15,0
17,12,5,0.7139,0.9,1
8,0,0,0.0274,0.15,0
15,1,0,0.3226,0.1,0
13,0,1,0.0475,0.15,0
21,12,4,0.5418,0.85,1
21,10,2,0.9166,0.9,1
39,10,3,0.7747,0.85,1
10,1,1,0.0659,0.1,0
29,5,3,0.9467,0.85,1
26,11,2,0.9433,0.8,1
11,1,1,0.1746,0.15,0
26,5,1,0.8062,0.9,1
21,7,2,0.8952,0.9,1
6,1,1,0.3058,0.1,0
30,12,3,0.6117,0.9,1
38,11,5,0.9274,0.8,1
20,8,3,0.5864,0.85,1
8,0,0,0.0763,0.1,0
13,0,0,0.1162,0.1,0
24,6,4,0.5787,0.9,1
15,9,1,0.6659,0.9,1
7,0,1,0.2838,0.1,0
13,0,1,0.0852,0.15,0
31,10,3,0.5908,0.9,1
15,0,0,0.1141,0.1,0
27,10,2,0.9051,0.9,1
8,2,0,0.3723,0.15,0
15,3,5,0.7722,0.9,1
23,11,4,0.7397,0.9,1
10,2,0,0.0348,0.15,0
8,0,0,0.288,0.1,0
8,1,1,0.3722,0.1,0
6,2,0,0.235,0.1,0
10,2,1,0.2556,0.1,0
15,2,0,0.1562,0.1,0
8,0,1,0.0049,0.1,0
11,0,0,0.1457,0.1,0
36,10,5,0.6835,0.8,1
16,8,5,0.7694,0.85,1
10,0,0,0.1637,0.15,0
15,11,3,0.6719,0.85,1
11,1,0,0.045,0.1,0
18,9,4,0.7811,0.9,1
14,2,0,0.3628,0.15,0
7,1,1,0.0567,0.1,0
21,5,3,0.8062,0.85,1
18,6,2,0.5531,0.8,1
21,0,2,0.3846,0.9,1
19,0,2,0.3333,0.5,1
33,11,2,0.8516,0.85,1
10,1,0,0.0945,0.1,0
14,1,0,0.2767,0.1,0
25,9,3,0.5902,0.85,1
9,1,0,0.166,0.1,0
9,2,0,0.0685,0.1,0
15,1,1,0.1784,0.15,0
16,4,1,0.9162,0.9,1
33,10,3,0.794,0.85,1
17,12,2,0.8357,0.9,1
37,4,1,0.7543,0.9,1
12,0,1,0.3711,0.1,0
7,1,0,0.0387,0.15,0
6,2,0,0.3132,0.1,0
33,9,3,0.5468,0.8,1
21,5,3,0.5599,0.8,1
25,9,4,0.8755,0.9,1
33,3,2,0.545,0.8,1
5,0,1,0.2433,0.1,0
7,0,0,0.2208,0.1,0
9,1,1,0.0921,0.1,0
26,10,5,0.5121,0.9,1
7,0,1,0.3932,0.1,0
37,9,4,0.7897,0.8,1
7,1,0,0.2046,0.15,0
11,0,1,0.3962,0.1,0
35,9,5,0.8518,0.9,1
5,0,1,0.2905,0.1,0
10,2,0,0.0117,0.1,0
32,6,4,0.5631,0.85,1
35,7,1,0.5771,0.9,1
15,2,0,0.0651,0.1,0
16,6,1,0.5561,0.85,1
7,0,0,0.3255,0.1,0
9,1,1,0.1692,0.15,0
